iter	Logloss
0	0.6430366211
1	0.5978670654
2	0.5551153564
3	0.5173925781
4	0.4836807251
5	0.4514709473
6	0.4200405273
7	0.3935656128
8	0.3691187439
9	0.3414263306
10	0.315224823
11	0.2934515991
12	0.2771991577
13	0.2622010498
14	0.2467229614
15	0.2310210419
16	0.2128703613
17	0.2029238281
18	0.1934293365
19	0.1830581665
20	0.1740979614
21	0.1678319702
22	0.159959671
23	0.1528373718
24	0.1428971405
25	0.1371881409
26	0.130013916
27	0.122896492
28	0.118618515
29	0.1145242844
30	0.1115814362
31	0.1054047623
32	0.1023799438
33	0.09985920715
34	0.09555056
35	0.0906272049
36	0.08770098877
37	0.08409628296
38	0.08232766724
39	0.07954183197
40	0.07764811707
41	0.07587872314
42	0.07367021942
43	0.07157911682
44	0.06895943451
45	0.06787974548
46	0.06708712769
47	0.06649460602
48	0.06560690308
49	0.06379629517
50	0.06314453888
51	0.06230511093
52	0.06073508835
53	0.05948779297
54	0.05819545746
55	0.05763298798
56	0.05723619461
57	0.05683973694
58	0.0559056778
59	0.05481355286
60	0.0544159584
61	0.05351501083
62	0.0524719162
63	0.05203044891
64	0.05125035095
65	0.0502447052
66	0.04989833832
67	0.04926332855
68	0.04902085114
69	0.04872344208
70	0.04805973053
71	0.04766990662
72	0.04725794983
73	0.0468611145
74	0.04661656189
75	0.04603739929
76	0.04581352234
77	0.04527600098
78	0.04485273743
79	0.04447788239
80	0.04413851929
81	0.04394933319
82	0.04364096832
83	0.0433598175
84	0.04290231705
85	0.04260404587
86	0.04226767731
87	0.04209263229
88	0.04164184952
89	0.04141457367
90	0.04104573441
91	0.04086798096
92	0.04074603653
93	0.0406434288
94	0.04056537247
95	0.04024663162
96	0.0401394043
97	0.03985720444
98	0.03958653641
99	0.03940359879
100	0.03925371933
101	0.03916100311
102	0.0389011879
103	0.03880187988
104	0.03857314301
105	0.03849337006
106	0.03833733368
107	0.03812828064
108	0.03804541016
109	0.03797950363
110	0.03784396744
111	0.03764665222
112	0.037547966
113	0.03729440308
114	0.03710308838
115	0.03700062561
116	0.03686252213
117	0.03673919296
118	0.03663857651
119	0.03648941803
120	0.03636499023
121	0.03625259018
122	0.03619972229
123	0.03602873993
124	0.03595389557
125	0.03587040329
126	0.0357745285
127	0.03568531799
128	0.03558217621
129	0.03551023102
130	0.03544197845
131	0.03535977936
132	0.03532666397
133	0.03515916443
134	0.03497940826
135	0.03487574005
136	0.03474939346
137	0.03468132019
138	0.03459062195
139	0.03448219299
140	0.03431601715
141	0.03425077057
142	0.03416236115
143	0.03407178497
144	0.03401178741
145	0.03393708801
146	0.03379756546
147	0.03364020538
148	0.03356071091
149	0.03345201111
150	0.03336449432
151	0.03329951096
152	0.03321276093
153	0.03314673615
154	0.03305256271
155	0.03291744995
156	0.03283109283
157	0.03273472595
158	0.0326700058
159	0.03260142136
160	0.03247450256
161	0.03242817688
162	0.03237351608
163	0.03227833557
164	0.03222628021
165	0.032169487
166	0.03211436081
167	0.03203453064
168	0.0319504776
169	0.03188647461
170	0.03175902176
171	0.03171796608
172	0.03164981079
173	0.03157035828
174	0.03149310112
175	0.03142003059
176	0.03138718033
177	0.03134177017
178	0.03128480721
179	0.0312430439
180	0.03116927338
181	0.03110671997
182	0.03104666519
183	0.0310223732
184	0.03097382736
185	0.03092438889
186	0.03086877441
187	0.03083322334
188	0.03078185272
189	0.03073934174
190	0.03068609047
191	0.03062816429
192	0.03056930923
193	0.03051984787
194	0.03047385406
195	0.03041217422
196	0.03037216949
197	0.03028532028
198	0.0302372551
199	0.0301541214
200	0.03003938675
201	0.02996627998
202	0.02992767906
203	0.02984988403
204	0.02978926468
205	0.02974573517
206	0.02970544052
207	0.02965626526
208	0.02958221054
209	0.02952142715
210	0.02945349884
211	0.02939374542
212	0.0293378334
213	0.02929105377
214	0.02924985695
215	0.02916887474
216	0.02913807487
217	0.0290828743
218	0.02905108643
219	0.02900877762
220	0.02892263412
221	0.02888037109
222	0.02884095383
223	0.02879605865
224	0.02876698494
225	0.02873970032
226	0.02869234085
227	0.02866662788
228	0.02861938286
229	0.02858858299
230	0.02857473755
231	0.02854859924
232	0.02851378441
233	0.0284982338
234	0.02845322037
235	0.02839274597
236	0.02834475517
237	0.02831105804
238	0.02823908424
239	0.02820490837
240	0.02816243362
241	0.02813098526
242	0.02807847595
243	0.0280458622
244	0.02800639343
245	0.02797704697
246	0.02791159058
247	0.02788455772
248	0.0278509407
249	0.02778090096
250	0.0277309742
251	0.02769260788
252	0.02762921333
253	0.02759277725
254	0.02753889847
255	0.02752138901
256	0.02745123291
257	0.02742033386
258	0.02738819885
259	0.02737258148
260	0.02732215309
261	0.02729135132
262	0.02725899506
263	0.02721777344
264	0.02713715744
265	0.02710259819
266	0.02708934784
267	0.02703853607
268	0.02700193405
269	0.02695221329
270	0.02691972542
271	0.0269063797
272	0.02684231949
273	0.02680042458
274	0.02674407387
275	0.02671186256
276	0.02666111183
277	0.0266061306
278	0.02654084206
279	0.02648776436
280	0.02642904282
281	0.02639105797
282	0.0263337822
283	0.02630698204
284	0.02628336143
285	0.02624737549
286	0.02622005463
287	0.02619844627
288	0.02615620804
289	0.02611750221
290	0.02610415268
291	0.02606573677
292	0.02601265335
293	0.02598239708
294	0.02595154762
295	0.02592311287
296	0.02588384819
297	0.02585758591
298	0.02581202888
299	0.02576231384
300	0.02570567894
301	0.02569149017
302	0.02565983582
303	0.0256272583
304	0.02557274628
305	0.02552330399
306	0.02548353958
307	0.02545495987
308	0.02542603874
309	0.02536733818
310	0.02532793808
311	0.02529726791
312	0.02523186111
313	0.02521211243
314	0.02519087029
315	0.02516628456
316	0.02513979149
317	0.02511304474
318	0.02504654121
319	0.02503317261
320	0.02498376465
321	0.02496301842
322	0.02495141792
323	0.02490220642
324	0.02485312843
325	0.02480055237
326	0.02477383614
327	0.02475016403
328	0.02469577026
329	0.02466624641
330	0.02465249252
331	0.02463488579
332	0.02458335495
333	0.02454335785
334	0.02452469635
335	0.02446714401
336	0.02442891121
337	0.02439491844
338	0.02437393951
339	0.02435416222
340	0.02434802818
341	0.02431405449
342	0.0243120327
343	0.02428027916
344	0.02425556755
345	0.02422872925
346	0.02419449997
347	0.02417518997
348	0.02416069221
349	0.02413396645
350	0.02409740639
351	0.02408016968
352	0.02405904961
353	0.0240373497
354	0.02402438736
355	0.02401156807
356	0.02398882675
357	0.02394407654
358	0.02393784142
359	0.02391178513
360	0.02388807297
361	0.02386544418
362	0.02384525299
363	0.02380380249
364	0.02376625824
365	0.02375268555
366	0.0237336731
367	0.0237103405
368	0.02368824577
369	0.02366689873
370	0.02364979172
371	0.02362392426
372	0.02358592224
373	0.02357230759
374	0.02353131485
375	0.02350663948
376	0.02348830032
377	0.02347501755
378	0.02346728134
379	0.02345441246
380	0.02341852951
381	0.0234130249
382	0.02338157272
383	0.02336780357
384	0.02333837128
385	0.02331743813
386	0.02330235863
387	0.02325540352
388	0.02322688675
389	0.0232087326
390	0.02318829727
391	0.02317617989
392	0.02315223122
393	0.02310407448
394	0.02308970642
395	0.0230589447
396	0.02304746819
397	0.02301903152
398	0.02301153183
399	0.02298852921
400	0.02296753883
401	0.02294817352
402	0.02292476273
403	0.02290452576
404	0.02287597656
405	0.02283581734
406	0.02278872681
407	0.02277403259
408	0.02272937012
409	0.02270628166
410	0.02269585419
411	0.02268787384
412	0.02267570114
413	0.02265405464
414	0.02263272476
415	0.02258753014
416	0.02257764435
417	0.02255272865
418	0.02254070663
419	0.02253183174
420	0.02248092842
421	0.02247005463
422	0.02244828796
423	0.02241642952
424	0.02239339638
425	0.02237144852
426	0.02235949898
427	0.02235295868
428	0.02232811165
429	0.02230338669
430	0.02228098679
431	0.02227812195
432	0.02225699234
433	0.02224694252
434	0.02220975113
435	0.02216721344
436	0.02214991379
437	0.0221432457
438	0.02210622025
439	0.02209786797
440	0.02207941437
441	0.02206438065
442	0.02204363823
443	0.02200788116
444	0.02199178696
445	0.02198942947
